FNAME,LNAME,SID,GENDER,AGE,ADDRESS_AREA,ADDRESS_ROAD,ADDRESS_BUILDING,ADDRESS-ROOM,PHONE,SUBJECT,,,,,,,CREDITS
CHIU,Man Zung,10220172,M,17,Central and Western District,CASSIA ROAD,Lower Ngau Tau Kok Estate,1171,18414564,Associate of Business Administration,,,,,,,20
CHIU,Man Siu,10220173,F,19,Wan Chai District,CASTLE LANE,Wo Lok Estate,1172,14162041,Associate of Social Sciences,,,,,,,20
CHIU,Man Jat,10220174,M,17,Eastern District,CASTLE PEAK ROAD,Wo Lok Estate,1173,11954024,Associate of Arts in Legal Studies,,,,,,,20
CHIU,Man Ji,10220175,F,19,Southern District,CASTLE PEAK ROAD - CASTLE PEAK BAY,Wo Lok Estate,1174,15620029,Associate of Social Sciences,,,,,,,20
CHIU,Man Saam,10220176,M,20,Yau Tsim Mong District,CASTLE PEAK ROAD - CHAU TAU,Wo Lok Estate,1175,17752563,Higher Diploma in Airline and Airport Services,,,,,,,20
CHIU,Man Sam,10220177,M,17,Sham Shui Po District,CASTLE PEAK ROAD - HUNG SHUI KIU,Wan Hon Estate,1176,13167567,Higher Diploma in Visual Communication,,,,,,,20
CHIU,Man Man,10220178,M,18,Kowloon City District,CASTLE PEAK ROAD - KWAI CHUNG,Wan Hon Estate,1177,11132749,Higher Diploma in Translation and Interpretation,,,,,,,20
CHIU,Man Tin,10220179,M,22,Wong Tai Sin District,CASTLE PEAK ROAD - KWU TUNG,Wan Hon Estate,1178,18811136,Higher Diploma in Aviation and Piloting,,,,,,,20
CHIU,Man Koeng,10220180,M,17,Kwun Tong District,CASTLE PEAK ROAD - LAM TEI,Wan Hon Estate,1179,14092514,Higher Diploma in Marketing,,,,,,,20
CHIU,Tin Tai,10220181,M,20,Tsuen Wan District,CASTLE PEAK ROAD - LINGNAN,Wan Hon Estate,1180,15027789,Higher Diploma in Geotechnical Engineering,,,,,,,20
CHIU,Tin Zung,10220182,F,17,Tuen Mun District,CASTLE PEAK ROAD - MAI PO,Wan Hon Estate,1181,12053128,Higher Diploma in Interior Design,,,,,,,20
CHIU,Tin Siu,10220183,F,18,Yuen Long District,CASTLE PEAK ROAD - NEW TAI LAM,Hing Tin Estate,1182,11510586,Higher Diploma in Library and Information Management,,,,,,,20
CHIU,Tin Jat,10220184,M,20,North District,CASTLE PEAK ROAD - NEW TING KAU,Hing Tin Estate,1183,17198427,Higher Diploma in New Media and Communication,,,,,,,20
CHIU,Tin Ji,10220185,M,19,Tai Po District,CASTLE PEAK ROAD - PING SHAN,Hing Tin Estate,1184,10069901,Associate of Business Administration,,,,,,,20
CHIU,Tin Saam,10220186,M,18,Sai Kung District,CASTLE PEAK ROAD - SAN HUI,Hing Tin Estate,1185,15397185,Associate of Arts in Legal Studies,,,,,,,20
CHIU,Tin Sam,10220187,F,19,Sha Tin District,CASTLE PEAK ROAD - SAN TIN,Shun Lee Estate,1186,18059783,Higher Diploma in Global Supply Chain Management,,,,,,,20
CHIU,Tin Man,10220188,F,20,Kwai Tsing District,CASTLE PEAK ROAD - SHAM TSENG,Shun Lee Estate,1187,19232340,Higher Diploma in Information Security,,,,,,,20
CHIU,Tin Tin,10220189,M,21,Central and Western District,CASTLE PEAK ROAD - SO KWUN WAT,Shun Lee Estate,1188,14761589,Associate of Science,,,,,,,20
CHIU,Tin Koeng,10220190,M,18,Wan Chai District,CASTLE PEAK ROAD - TAI LAM,Tak Tin Estate,1189,19096644,Higher Diploma in Marketing,,,,,,,20
CHIU,Koeng Tai,10220191,F,20,Eastern District,CASTLE PEAK ROAD - TAM MI,Tak Tin Estate,1190,13474998,Higher Diploma in Chinese for Professional Communication,,,,,,,20
CHIU,Koeng Zung,10220192,M,18,Southern District,CASTLE PEAK ROAD - TING KAU,Tak Tin Estate,1191,15114065,Associate of Engineering,,,,,,,20
CHIU,Koeng Siu,10220193,F,18,Yau Tsim Mong District,CASTLE PEAK ROAD - TSING LUNG TAU,Tak Tin Estate,1192,17857534,Higher Diploma in eSports,,,,,,,20
CHIU,Koeng Jat,10220194,F,22,Sham Shui Po District,CASTLE PEAK ROAD - TSUEN WAN,Tsui Ping (North) Estate,1193,13686000,Higher Diploma in Translation and Interpretation,,,,,,,20
CHIU,Koeng Ji,10220195,F,18,Kowloon City District,CASTLE PEAK ROAD - YUEN LONG,Tsui Ping (North) Estate,1194,19152459,Associate of Geography,,,,,,,20
CHIU,Koeng Saam,10220196,F,22,Wong Tai Sin District,CASTLE ROAD,Tsui Ping (North) Estate,1195,18702978,Associate of Social Sciences,,,,,,,20
CHIU,Koeng Sam,10220197,F,20,Kwun Tong District,CASTLE STEPS,Tsui Ping (North) Estate,1196,12478683,Associate of Science,,,,,,,20
CHIU,Koeng Man,10220198,F,18,Tsuen Wan District,CATALINA AVENUE,Backingham Building金漢大廈,1197,14521608,Associate of Biomedical Sciences,,,,,,,20
CHIU,Koeng Tin,10220199,F,20,Tuen Mun District,CATCHICK STREET,Baguio Villa碧瑤灣,1198,15174780,Associate of Business Administration,,,,,,,20
CHIU,Koeng Koeng,10220200,F,18,Yuen Long District,CATERING ROAD CENTRAL,Banyan Garden泓景臺,1199,10763268,Higher Diploma in New Media and Communication,,,,,,,20
Zoeng,Tai Tai,10220201,F,19,North District,CATERING ROAD EAST,Banyan Mall泓景滙,1200,10853747,Higher Diploma in Information Security,,,,,,,20
Zoeng,Tai Zung,10220202,F,21,Tai Po District,CATERING ROAD WEST,Banyan Villas榕蔭園,1201,13176790,Associate of Business Administration,,,,,,,20
Zoeng,Tai Siu,10220203,M,22,Sai Kung District,CAUSEWAY ROAD,Bao Hua Building保華大廈,1202,19855575,Higher Diploma in Data Science,,,,,,,20
Zoeng,Tai Jat,10220204,F,22,Sha Tin District,CEDAR DRIVE,Bailey Garden碧麗花園,1203,15717414,Associate of Social Sciences,,,,,,,20
Zoeng,Tai Ji,10220205,M,17,Kwai Tsing District,CEDAR PATH,Baily Court百利軒,1204,19053052,Higher Diploma in Aviation and Piloting,,,,,,,20
Zoeng,Tai Saam,10220206,F,19,Southern District,CEDAR STREET,Baker Residences御悅,1205,15076628,Higher Diploma in Information Technology,,,,,,,20
Zoeng,Tai Sam,10220207,M,17,Wan Chai District,CELESTIAL AVENUE,Baker View東海雅園,1206,18474901,Associate of Engineering,,,,,,,20
Zoeng,Tai Man,10220208,F,20,Eastern District,CENTRAL AVENUE,Beach Pointe海灣閣,1207,11280117,Higher Diploma in Engineering,,,,,,,20
Zoeng,Tai Tin,10220209,F,18,Southern District,CENTRAL ROAD,Beacon Heights畢架山花園,1208,19394485,Higher Diploma in Healthcare and Health Plan Administration,,,,,,,20
Zoeng,Tai Koeng,10220210,M,17,Yau Tsim Mong District,CENTRAL ROAD,Bel Mount Garden百麗花園,1209,13628435,Higher Diploma in Public Relations and Corporate Communications,,,,,,,20
Zoeng,Zung Tai,10220211,F,21,Sham Shui Po District,CENTRAL ROAD EAST,Bel Shine Centre百營中心,1210,16878516,Associate of Chinese Medicine,,,,,,,20
Zoeng,Zung Zung,10220212,F,21,Kowloon City District,CENTRAL ROAD WEST,Bel Trade Commercial Building百營商業大廈,1211,12970298,Associate of Geography,,,,,,,20
Zoeng,Zung Siu,10220213,F,22,Wong Tai Sin District,CENTRAL-WANCHAI BYPASS TUNNEL,Bel-Air House衛德臺,1212,13242746,Higher Diploma in Aviation and Piloting,,,,,,,20
Zoeng,Zung Jat,10220214,F,17,Kwun Tong District,CENTRE STREET,Belaire Heights碧儷閣,1213,14130755,Associate of Nursing Studies,,,,,,,20
Zoeng,Zung Ji,10220215,F,22,Tsuen Wan District,CERVIA BOULEVARD,Belcher Court寶翠閣,1214,15996708,Associate of Science,,,,,,,20
Zoeng,Zung Saam,10220216,F,18,Tuen Mun District,CHA KWO LING MAIN STREET,Belcher's Hill寶雅山,1215,19981816,Higher Diploma in Architectural Studies,,,,,,,20
Zoeng,Zung Sam,10220217,M,17,Yuen Long District,CHA KWO LING ROAD,Belfran Court巴芬閣,1216,15667164,Associate of Arts in Languages and Humanities,,,,,,,20
Zoeng,Zung Man,10220218,M,18,North District,CHAI KEK ROAD,Belfran Mansion福園,1217,11315695,Associate of Nursing Studies,,,,,,,20
Zoeng,Zung Tin,10220219,M,19,Tai Po District,CHAI WAN KOK STREET,Belfran Peak,1218,16767795,Higher Diploma in Healthcare and Health Plan Administration,,,,,,,20
Zoeng,Zung Koeng,10220220,F,21,Sai Kung District,CHAI WAN ROAD,Belgian Bank Building華比銀行大廈,1219,11327595,Higher Diploma in Architectural Studies,,,,,,,20
Zoeng,Siu Tai,10220221,M,17,Sha Tin District,CHAK CHEUNG STREET,Belgravia,1220,17179381,Higher Diploma in Aviation and Piloting,,,,,,,20
Zoeng,Siu Zung,10220222,F,18,Kwai Tsing District,CHAK FUNG STREET,Belgravia Heights碧濤閣,1221,13835755,Associate of Arts in Languages and Humanities,,,,,,,20
Zoeng,Siu Siu,10220223,M,19,Central and Western District,CHAK ON ROAD,Sai Wan Estate,1222,18291082,Higher Diploma in Global Supply Chain Management,,,,,,,20
Zoeng,Siu Jat,10220224,M,21,Wan Chai District,CHAK ON ROAD SOUTH,Central & Western,1223,13234531,Higher Diploma in Aviation Studies,,,,,,,20
Zoeng,Siu Ji,10220225,F,17,Eastern District,CHAK YAN ROAD,Chai Wan Estate,1224,16542355,Higher Diploma in Marketing,,,,,,,20
Zoeng,Siu Saam,10220226,F,22,Southern District,CHAN MAN STREET,Wah Ha Estate,1225,15111765,Higher Diploma in Chinese for Professional Communication,,,,,,,20
Zoeng,Siu Sam,10220227,M,19,Yau Tsim Mong District,CHAN TONG LANE,Lin Tsui Estate,1226,18911067,Higher Diploma in Engineering,,,,,,,20
Zoeng,Siu Man,10220228,F,17,Sham Shui Po District,CHANCERY LANE,Yue Wan Estate,1227,16046005,Higher Diploma in Public Relations and Corporate Communications,,,,,,,20
Zoeng,Siu Tin,10220229,M,21,Kowloon City District,CHANG FA AVENUE,Yiu Tung Estate,1228,13312697,Higher Diploma in Geotechnical Engineering,,,,,,,20
Zoeng,Siu Koeng,10220230,M,17,Wong Tai Sin District,CHANGSHA STREET,Tsui Wan Estate,1229,17422030,Higher Diploma in Information Technology,,,,,,,20
Zoeng,Jat Tai,10220231,M,22,Kwun Tong District,CHAP FUK ROAD,Tsui Wan Estate,1230,18463597,Higher Diploma in Dental Hygiene,,,,,,,20
Zoeng,Jat Zung,10220232,F,20,Tsuen Wan District,CHAP WAI KON STREET,Yue Wan Estate,1231,17839225,"Associate of Arts in Media, Cultural and Creative Studies",,,,,,,20
Zoeng,Jat Siu,10220233,M,20,Tuen Mun District,CHAPEL ROAD,Yiu Tung Estate,1232,13373443,Higher Diploma in Architectural Studies,,,,,,,20
Zoeng,Jat Jat,10220234,F,17,Yuen Long District,CHATER ROAD,Wan Tsui Estate,1233,12446248,Higher Diploma in Data Science,,,,,,,20
Zoeng,Jat Ji,10220235,F,21,North District,CHATHAM COURT,Hing Tung Estate,1234,19508121,Higher Diploma in eSports,,,,,,,20
Zoeng,Jat Saam,10220236,F,17,Tai Po District,CHATHAM PATH,Tsui Wan Estate,1235,10003548,Higher Diploma in Marketing,,,,,,,20
Zoeng,Jat Sam,10220237,M,19,Sai Kung District,CHATHAM ROAD NORTH,Hing Wah (2) Estate,1236,17620053,Higher Diploma in Aviation and Piloting,,,,,,,20
Zoeng,Jat Man,10220238,M,20,Sha Tin District,CHATHAM ROAD SOUTH,Central & Western,1237,11346778,Higher Diploma in Library and Information Management,,,,,,,20
Zoeng,Jat Tin,10220239,M,21,Kwai Tsing District,CHAU TAU SOUTH ROAD,Chai Wan Estate,1238,13952295,Higher Diploma in Aviation Studies,,,,,,,20
Zoeng,Jat Koeng,10220240,M,22,Central and Western District,CHAU TAU WEST ROAD,Wah Ha Estate,1239,19570739,Higher Diploma in Public Relations and Corporate Communications,,,,,,,20
Zoeng,Ji Tai,10220241,M,18,Wan Chai District,CHE FONG STREET,Tsui Wan Estate,1240,18700658,Higher Diploma in Architectural Studies,,,,,,,20
Zoeng,Ji Zung,10220242,F,19,Eastern District,CHE KENG TUK ROAD,Tsui Wan Estate,1241,13211988,Associate of Arts in Languages and Humanities,,,,,,,20
Zoeng,Ji Siu,10220243,M,18,Southern District,CHE KUNG MIU ROAD,Tsui Lok Estate,1242,15158517,Higher Diploma in Aviation and Piloting,,,,,,,20
Zoeng,Ji Jat,10220244,F,22,Yau Tsim Mong District,CHE PING STREET,Tsui Wan Estate,1243,11475890,Associate of Social Sciences,,,,,,,20
Zoeng,Ji Ji,10220245,F,22,Sham Shui Po District,CHEK LAP KOK ROAD,Tsui Wan Estate,1244,12296619,Higher Diploma in Aviation Studies,,,,,,,20
Zoeng,Ji Saam,10220246,M,22,Kowloon City District,CHEK LAP KOK SOUTH ROAD,Model Housing Estate,1245,13315119,Associate of Geography,,,,,,,20
Zoeng,Ji Sam,10220247,M,22,Wong Tai Sin District,CHENG MING LINK,Model Housing Estate,1246,13968899,Associate of Social Sciences,,,,,,,20
Zoeng,Ji Man,10220248,M,17,Kwun Tong District,CHENGTU ROAD,Model Housing Estate,1247,10476690,Associate of Arts in Legal Studies,,,,,,,20
Zoeng,Ji Tin,10220249,F,22,Tsuen Wan District,CHEONG HANG LANE,Oi Tung Estate,1248,12565325,Associate of Arts in Languages and Humanities,,,,,,,20
Zoeng,Ji Koeng,10220250,M,19,Tuen Mun District,CHEONG HANG ROAD,Siu Sai Wan Estate,1249,18212676,Higher Diploma in Aviation Studies,,,,,,,20
Zoeng,Saam Tai,10220251,M,19,Yuen Long District,CHEONG HING ROAD,Siu Sai Wan Estate,1250,18984437,Higher Diploma in Architectural Studies,,,,,,,20
Zoeng,Saam Zung,10220252,F,18,North District,CHEONG HONG ROAD,Fung Wah Estate,1251,16393191,Associate of Engineering,,,,,,,20
Zoeng,Saam Siu,10220253,F,19,Tai Po District,CHEONG KING ROAD,Fung Wah Estate,1252,16529542,Associate of Arts in Legal Studies,,,,,,,20
Zoeng,Saam Jat,10220254,M,19,Sai Kung District,CHEONG LIN ROAD,Fung Wah Estate,1253,10692681,Higher Diploma in Global Supply Chain Management,,,,,,,20
Zoeng,Saam Ji,10220255,M,20,Sha Tin District,CHEONG LOK STREET,Hing Man Estate,1254,11954837,Higher Diploma in Translation and Interpretation,,,,,,,20
Zoeng,Saam Saam,10220256,F,18,Kwai Tsing District,CHEONG MING STREET,Wan Tsui Estate,1255,19303797,Higher Diploma in Aviation Studies,,,,,,,20
Zoeng,Saam Sam,10220257,F,17,Central and Western District,CHEONG SAN LANE,Wan Tsui Estate,1256,14617507,Higher Diploma in Library and Information Management,,,,,,,20
Zoeng,Saam Man,10220258,F,19,Wan Chai District,CHEONG SHING PATH,Wan Tsui Estate,1257,14527898,Higher Diploma in Global Supply Chain Management,,,,,,,20
Zoeng,Saam Tin,10220259,F,22,Eastern District,CHEONG SHUN ROAD,Wah Fu (I) Estate,1258,16021392,Associate of Arts in Legal Studies,,,,,,,20
Zoeng,Saam Koeng,10220260,F,22,Southern District,CHEONG TAI STREET,Wah Fu (II) Estate,1259,10699083,Associate of Arts in Languages and Humanities,,,,,,,20
Zoeng,Sam Tai,10220261,M,20,Yau Tsim Mong District,CHEONG TAT ROAD,Wah Fu (II) Estate,1260,14476466,Associate of Arts in Legal Studies,,,,,,,20
Zoeng,Sam Zung,10220262,M,18,Sham Shui Po District,CHEONG TUNG ROAD,Wah Fu (II) Estate,1261,13477754,Higher Diploma in Dental Hygiene,,,,,,,20
Zoeng,Sam Siu,10220263,M,21,Kowloon City District,CHEONG TUNG ROAD SOUTH,Ap Lei Chau Estate,1262,15019485,Associate of Social Sciences,,,,,,,20
Zoeng,Sam Jat,10220264,M,22,Wong Tai Sin District,CHEONG WAN ROAD,Wah Fu (II) Estate,1263,10421470,Associate of Chinese Medicine,,,,,,,20
Zoeng,Sam Ji,10220265,F,18,Kwun Tong District,CHEONG WING ROAD,Ma Hang Estate,1264,16786817,Higher Diploma in Information Security,,,,,,,20
Zoeng,Sam Saam,10220266,M,22,Tsuen Wan District,CHEONG WONG ROAD,Ma Hang Estate,1265,12347040,Higher Diploma in Dental Hygiene,,,,,,,20
Zoeng,Sam Sam,10220267,M,18,Tuen Mun District,CHEONG WUI ROAD,Tin Wan Estate,1266,17014974,Higher Diploma in Translation and Interpretation,,,,,,,20
Zoeng,Sam Man,10220268,M,18,Yuen Long District,CHEONG YIP ROAD,Ma Hang Estate,1267,11514020,Higher Diploma in Architectural Studies,,,,,,,20
Zoeng,Sam Tin,10220269,F,18,North District,CHERRY DRIVE,Wah Kwai Estate,1268,13885539,Higher Diploma in Aviation Studies,,,,,,,20
Zoeng,Sam Koeng,10220270,M,21,Tai Po District,CHERRY PATH,Ma Hang Estate,1269,15081893,Higher Diploma in Aviation Studies,,,,,,,20
Zoeng,Man Tai,10220271,F,20,Sai Kung District,CHERRY STREET,Lei Tung Estate,1270,13430751,Higher Diploma in Translation and Interpretation,,,,,,,20
Zoeng,Man Zung,10220272,M,19,Sha Tin District,CHESTER ROAD,Lei Tung Estate,1271,16100112,Higher Diploma in Information Security,,,,,,,20
Zoeng,Man Siu,10220273,M,21,Kwai Tsing District,CHEUK WAN STREET,Shek Pai Wan Estate,1272,15469232,Associate of Chinese Medicine,,,,,,,20
Zoeng,Man Jat,10220274,F,22,Central and Western District,CHEUNG CHAU BEACH ROAD,Lei Tung Estate,1273,17868947,Higher Diploma in Public Relations and Corporate Communications,,,,,,,20
Zoeng,Man Ji,10220275,F,19,Wan Chai District,CHEUNG CHAU CHURCH ROAD,Cheung Sha Wan Estate,1274,13676916,Higher Diploma in Geotechnical Engineering,,,,,,,20
Zoeng,Man Saam,10220276,F,20,Eastern District,CHEUNG CHAU ELECTRIC PATH,Nam Shan Estate,1275,14318090,Higher Diploma in Public Relations and Corporate Communications,,,,,,,20
Zoeng,Man Sam,10220277,F,22,Southern District,CHEUNG CHAU HOSPITAL ROAD,Nam Shan Estate,1276,13256076,Higher Diploma in Translation and Interpretation,,,,,,,20
Zoeng,Man Man,10220278,M,21,Yau Tsim Mong District,CHEUNG CHAU PEAK ROAD,Nam Shan Estate,1277,17293043,Associate of Social Sciences,,,,,,,20
Zoeng,Man Tin,10220279,F,17,Sham Shui Po District,CHEUNG CHAU PEAK ROAD WEST,Nam Shan Estate,1278,12821111,Higher Diploma in Business,,,,,,,20
Zoeng,Man Koeng,10220280,M,17,Kowloon City District,CHEUNG CHAU SAI TAI ROAD,Nam Shan Estate,1279,17088549,Higher Diploma in Interior Design,,,,,,,20
Zoeng,Tin Tai,10220281,M,20,Wong Tai Sin District,CHEUNG CHAU SPORTS ROAD,Nam Shan Estate,1280,14957874,Higher Diploma in Visual Communication,,,,,,,20
Zoeng,Tin Zung,10220282,M,21,Kwun Tong District,CHEUNG CHI LANE,Nam Shan Estate,1281,12427935,"Associate of Arts in Media, Cultural and Creative Studies",,,,,,,20
Zoeng,Tin Siu,10220283,M,19,Tsuen Wan District,CHEUNG FAI ROAD,Nam Shan Estate,1282,18864780,Higher Diploma in Interior Design,,,,,,,20
Zoeng,Tin Jat,10220284,F,18,Tuen Mun District,CHEUNG FAT STREET,Nam Shan Estate,1283,15861218,Associate of Arts in English Language and Literature,,,,,,,20
Zoeng,Tin Ji,10220285,M,21,Yuen Long District,CHEUNG FU STREET,Nam Shan Estate,1284,14839244,Associate of Business Administration,,,,,,,20
Zoeng,Tin Saam,10220286,M,18,North District,CHEUNG HANG ROAD,Nam Shan Estate,1285,17414048,Associate of Engineering,,,,,,,20
Zoeng,Tin Sam,10220287,F,20,Tai Po District,CHEUNG HO STREET,Hoi Lai Estate,1286,14360303,Higher Diploma in Interior Design,,,,,,,20
Zoeng,Tin Man,10220288,F,17,Sai Kung District,CHEUNG HONG STREET,Hoi Lai Estate,1287,18688598,Associate of Business Administration,,,,,,,20
Zoeng,Tin Tin,10220289,F,22,Sha Tin District,CHEUNG KAN LANE,Hoi Lai Estate,1288,16323717,Associate of Business Administration,,,,,,,20
Zoeng,Tin Koeng,10220290,M,17,Kwai Tsing District,CHEUNG KIN ROAD,Hoi Lai Estate,1289,17784538,Higher Diploma in Data Science,,,,,,,20
Zoeng,Koeng Tai,10220291,M,18,Central and Western District,CHEUNG KWAI ROAD,Hoi Lai Estate,1290,11762967,Higher Diploma in Aviation and Piloting,,,,,,,20
Zoeng,Koeng Zung,10220292,M,20,Wan Chai District,CHEUNG LAI STREET,Kai Ching Estate,1291,11971501,Higher Diploma in Aviation and Piloting,,,,,,,20
Zoeng,Koeng Siu,10220293,F,17,Eastern District,CHEUNG LEE STREET,Kai Ching Estate,1292,18395011,Higher Diploma in Engineering,,,,,,,20
Zoeng,Koeng Jat,10220294,M,17,Southern District,CHEUNG LEK MEI STREET,Kai Ching Estate,1293,19319862,Associate of Business Administration,,,,,,,20
Zoeng,Koeng Ji,10220295,F,20,Yau Tsim Mong District,CHEUNG LUNG STREET,Kai Ching Estate,1294,12645482,Higher Diploma in Airline and Airport Services,,,,,,,20
Zoeng,Koeng Saam,10220296,F,17,Sham Shui Po District,CHEUNG MAN ROAD,Kai Ching Estate,1295,10678027,Higher Diploma in Business,,,,,,,20
Zoeng,Koeng Sam,10220297,M,21,Kowloon City District,CHEUNG MOU STREET,Hung Hom Estate,1296,11264607,Higher Diploma in Information Technology,,,,,,,20
Zoeng,Koeng Man,10220298,M,21,Wong Tai Sin District,CHEUNG NING STREET,Hung Hom Estate,1297,12932404,Higher Diploma in Airline and Airport Services,,,,,,,20
Zoeng,Koeng Tin,10220299,M,22,Kwun Tong District,CHEUNG ON LANE,Hung Hom Estate,1298,16736134,Associate of Biomedical Sciences,,,,,,,20
Zoeng,Koeng Koeng,10220300,M,17,Tsuen Wan District,CHEUNG PAK ROAD,Hung Hom Estate,1299,17820590,Higher Diploma in Translation and Interpretation,,,,,,,20
Wong,Tai Tai,10220301,F,17,Tuen Mun District,CHEUNG PEI SHAN ROAD,Hung Hom Estate,1300,12253170,Higher Diploma in Chinese for Professional Communication,,,,,,,20
Wong,Tai Zung,10220302,M,22,Yuen Long District,CHEUNG PO CHAI ROAD,Hung Hom Estate,1301,11162405,Higher Diploma in eSports,,,,,,,20
Wong,Tai Siu,10220303,F,20,North District,CHEUNG SHA WAN PATH,Hung Hom Estate,1302,10297777,Associate of Engineering,,,,,,,20
Wong,Tai Jat,10220304,F,20,Tai Po District,CHEUNG SHA WAN ROAD,Shatin Pass Estate,1303,11727011,Associate of Biomedical Sciences,,,,,,,20
Wong,Tai Ji,10220305,M,22,Sai Kung District,CHEUNG SHAN ESTATE ROAD EAST,Shatin Pass Estate,1304,12870116,Higher Diploma in Airline and Airport Services,,,,,,,20
Wong,Tai Saam,10220306,M,22,Sha Tin District,CHEUNG SHAN ESTATE ROAD WEST,Shatin Pass Estate,1305,18823205,Associate of Nursing Studies,,,,,,,20
Wong,Tai Sam,10220307,M,22,Kwai Tsing District,CHEUNG SHEK ROAD,Shatin Pass Estate,1306,17283161,Associate of Engineering,,,,,,,20
Wong,Tai Man,10220308,F,21,Sai Kung District,CHEUNG SHING STREET,Kai Chuen Court,1307,19662585,Higher Diploma in Aviation Studies,,,,,,,20
Wong,Tai Tin,10220309,M,20,Central and Western District,CHEUNG SHING STREET,Kai Chuen Court,1308,10161721,Higher Diploma in Geotechnical Engineering,,,,,,,20
Wong,Tai Koeng,10220310,F,20,Wan Chai District,CHEUNG SHUE TAN ROAD,Kai Chuen Court,1309,18254640,Higher Diploma in Architectural Studies,,,,,,,20
Wong,Zung Tai,10220311,F,22,Eastern District,CHEUNG SHUN STREET,Tsz Lok Estate,1310,13971751,Associate of Business Administration,,,,,,,20
Wong,Zung Zung,10220312,M,18,Southern District,CHEUNG TAI ROAD,Tsz Lok Estate,1311,10053252,Higher Diploma in Global Supply Chain Management,,,,,,,20
Wong,Zung Siu,10220313,M,20,Yau Tsim Mong District,CHEUNG TAK LANE,Tsz Lok Estate,1312,12397595,Higher Diploma in New Media and Communication,,,,,,,20
Wong,Zung Jat,10220314,M,19,Sham Shui Po District,CHEUNG TAT ROAD,Tsz Lok Estate,1313,14344940,Associate of Arts in Languages and Humanities,,,,,,,20
Wong,Zung Ji,10220315,F,21,Kowloon City District,CHEUNG TSING HIGHWAY,Tsz Lok Estate,1314,18674063,Higher Diploma in Chinese for Professional Communication,,,,,,,20
Wong,Zung Saam,10220316,F,17,Wong Tai Sin District,CHEUNG TSING TUNNEL,Tsz Ching Estate,1315,17919749,Higher Diploma in Airline and Airport Services,,,,,,,20
Wong,Zung Sam,10220317,F,18,Kwun Tong District,CHEUNG TSUN ROAD,Tsz Ching Estate,1316,15846262,Higher Diploma in New Media and Communication,,,,,,,20
Wong,Zung Man,10220318,M,17,Tsuen Wan District,CHEUNG TUNG ROAD,Tsz Ching Estate,1317,13982225,Higher Diploma in Visual Communication,,,,,,,20
Wong,Zung Tin,10220319,F,19,Tuen Mun District,CHEUNG WAH STREET,Tsz Ching Estate,1318,14384165,Associate of Business Administration,,,,,,,20
Wong,Zung Koeng,10220320,F,19,Yuen Long District,CHEUNG WAN STREET,Upper Wong Tai Sin Estate,1319,18809612,Associate of Business Administration,,,,,,,20
Wong,Siu Tai,10220321,M,20,North District,CHEUNG WING ROAD,Upper Wong Tai Sin Estate,1320,14535235,Higher Diploma in Architectural Studies,,,,,,,20
Wong,Siu Zung,10220322,F,22,Tai Po District,CHEUNG WONG ROAD,Upper Wong Tai Sin Estate,1321,14559168,Higher Diploma in Global Supply Chain Management,,,,,,,20
Wong,Siu Siu,10220323,F,19,Sai Kung District,CHEUNG WOO LANE,Fu Shan Estate,1322,19006753,Higher Diploma in Marketing,,,,,,,20
Wong,Siu Jat,10220324,F,21,Sha Tin District,CHEUNG YAN LANE,Fu Shan Estate,1323,12049369,Higher Diploma in Aviation and Piloting,,,,,,,20
Wong,Siu Ji,10220325,M,21,Kwai Tsing District,CHEUNG YEE STREET,Fu Shan Estate,1324,16207481,Higher Diploma in Engineering,,,,,,,20
Wong,Siu Saam,10220326,F,20,Central and Western District,CHEUNG YIP STREET,Fu Shan Estate,1325,10310802,Higher Diploma in Information Security,,,,,,,20
Wong,Siu Sam,10220327,F,20,Wan Chai District,CHEUNG YUE STREET,Fu Shan Estate,1326,15094509,Higher Diploma in eSports,,,,,,,20
Wong,Siu Man,10220328,F,18,Eastern District,CHEUNG YUEN ROAD,Chuk Yuen South Estate,1327,17106330,"Associate of Arts in Media, Cultural and Creative Studies",,,,,,,20
Wong,Siu Tin,10220329,F,20,Southern District,CHI CHEONG ROAD,Chuk Yuen South Estate,1328,14109740,Higher Diploma in Public Relations and Corporate Communications,,,,,,,20
Wong,Siu Koeng,10220330,F,21,Yau Tsim Mong District,CHI FAI PATH,Chuk Yuen South Estate,1329,11647531,Associate of Business Administration,,,,,,,20
Wong,Jat Tai,10220331,M,20,Sham Shui Po District,CHI FU CLOSE,Chuk Yuen South Estate,1330,16401939,Associate of Arts in Legal Studies,,,,,,,20
Wong,Jat Zung,10220332,F,17,Kowloon City District,CHI FU ROAD,Chuk Yuen South Estate,1331,15154124,Associate of Social Sciences,,,,,,,20
Wong,Jat Siu,10220333,F,18,Wong Tai Sin District,CHI FUK CIRCUIT,Chuk Yuen South Estate,1332,17940885,Higher Diploma in Geotechnical Engineering,,,,,,,20
Wong,Jat Jat,10220334,M,19,Kwun Tong District,CHI HO ROAD,Mei Tung Estate,1333,16437639,Higher Diploma in eSports,,,,,,,20
Wong,Jat Ji,10220335,F,20,Tsuen Wan District,CHI KA LANE,Mei Tung Estate,1334,16640337,Higher Diploma in Aviation and Piloting,,,,,,,20
